[0, 533, 2, 68, 6, 8, 5, 254, 5377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 259, 165, 232, 8, 27, 581, 5377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 1753, 659, 2, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 19, 233, 51, 1242, 13, 581, 727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 214, 6, 8, 27, 65, 2, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 288, 203, 8, 19, 2, 63, 11, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 77, 14, 8, 19, 2, 5377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 12, 13, 842, 11, 12, 13, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 218, 14, 8, 94, 842, 11, 1472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 189, 3, 69, 89, 2, 383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2063, 8, 94, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 20, 130, 592, 920, 2, 3959, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 67, 26, 3, 1900, 2494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 10, 527, 817, 7, 660, 2, 3247, 18, 3, 758, 6, 0, 0, 0, 0, 0, 0]
[0, 4, 73, 228, 5377, 3247, 1004, 7, 2252, 2, 880, 2495, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 67, 26, 3, 1288, 66, 2, 1337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 9, 131, 21, 3, 320, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 9, 131, 1473, 3, 5377, 728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 9, 2813, 3, 320, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 320, 6, 8, 4, 9, 3248, 1338, 146, 19, 2, 246, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 9, 339, 1338, 2, 131, 1473, 3, 320, 6, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 19, 3960, 6, 8, 4, 93, 328, 11, 4, 772, 2253, 0, 0, 0, 0, 0, 0, 0]
[0, 2064, 6, 17, 7, 5377, 11, 3961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 3961, 328, 11, 4, 978, 2253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 450, 6, 8, 5, 328, 11, 4, 772, 2253, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 328, 5377, 5377, 5377, 3, 450, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 12, 13, 10, 3, 61, 57, 714, 7, 2065, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 12, 13, 714, 7, 97, 2, 5377, 21, 3, 61, 57, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 16, 11, 5, 32, 58, 7, 437, 2, 97, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 12, 13, 10, 110, 7, 368, 58, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 12, 13, 1050, 2, 10, 11, 12, 15, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 9, 18, 7, 11, 24, 9, 3, 302, 2, 50, 0, 0, 0, 0, 0, 0, 0]
[0, 5377, 165, 51, 2, 33, 9, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 86, 2814, 2, 103, 1474, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 33, 55, 50, 3, 979, 51, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 548, 14, 2, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 9, 39, 109, 3, 59, 216, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 39, 18, 3, 158, 59, 2, 216, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 9, 39, 18, 3, 158, 59, 2, 216, 6, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 9, 18, 3, 3962, 59, 6, 2, 25, 39, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 861, 3, 158, 59, 6, 2, 25, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 10, 52, 7, 40, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 19, 843, 299, 5377, 7, 40, 1394, 43, 611, 7, 1024, 920, 0, 0, 0, 0, 0, 0]
[0, 2066, 54, 1641, 14, 2, 40, 1394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 10, 20, 7, 40, 1641, 43, 19, 3963, 43, 52, 7, 40, 209, 0, 0, 0, 0]
[0, 40, 2, 1641, 163, 209, 11, 19, 2, 843, 299, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 77, 2067, 622, 2815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 8, 63, 11, 336, 2, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 288, 14, 8, 124, 11, 612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 8, 63, 8, 207, 2, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 3249, 2, 63, 124, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 15, 98, 21, 3, 623, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 1339, 1078, 394, 21, 3, 623, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 678, 1116, 7, 5377, 2, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 501, 8, 135, 98, 11, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 980, 2, 4, 114, 5377, 2, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 22, 6, 18, 7, 24, 9, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 24, 9, 292, 387, 2, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 22, 6, 8, 24, 9, 292, 387, 2, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 22, 6, 8, 19, 40, 11, 162, 2, 613, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 22, 6, 8, 4, 42, 265, 271, 3, 134, 18, 7, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 15, 177, 3, 549, 2, 101, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 1642, 2, 2816, 4, 15, 98, 23, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 715, 46, 2, 101, 8, 4, 15, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 274, 71, 2, 174, 14, 4, 15, 177, 341, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 73, 228, 23, 1643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 647, 26, 3, 1643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 16, 3, 1643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 5, 16, 3, 1643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 73, 26, 3, 1643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 47, 14, 8, 633, 13, 2496, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 47, 14, 8, 12, 13, 342, 11, 24, 614, 5377, 2, 921, 0, 0, 0, 0, 0, 0]
[0, 24, 286, 150, 11, 24, 614, 28, 2, 921, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 3250, 6, 17, 7, 24, 286, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 47, 6, 8, 12, 13, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 184, 61, 62, 3, 1754, 2, 454, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 184, 3, 1340, 186, 62, 2, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
