[0, 36, 126, 3, 23, 21, 6, 11, 2, 5, 21, 131, 186, 222, 101, 0, 0, 0, 0, 0, 0]
[0, 2, 268, 60, 9, 19, 6, 11, 54, 47, 21, 1892, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 197, 5, 218, 222, 3, 186, 146, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 24, 10, 217, 220, 59, 679, 5, 21, 131, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 96, 21, 6, 11, 54, 47, 72, 10, 3, 131, 249, 101, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 5, 117, 43, 46, 230, 11, 24, 10, 3, 23, 104, 15, 65, 173, 0, 0, 0, 0, 0]
[0, 143, 84, 46, 16, 11, 24, 10, 3, 379, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 17, 5, 182, 134, 15, 17, 5, 35, 253, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 246, 176, 16, 11, 165, 47, 182, 134, 15, 43, 515, 115, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 243, 4, 107, 19, 3, 35, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 107, 19, 11, 165, 47, 35, 253, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 5, 44, 82, 420, 639, 391, 48, 3, 135, 251, 109, 14, 9, 0, 0, 0, 0, 0, 0]
[0, 2, 122, 14, 9, 4, 1308, 882, 558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 5, 8, 448, 50, 640, 7, 141, 692, 3, 77, 132, 34, 4, 8, 35, 96, 6, 0, 0]
[0, 2, 129, 14, 100, 43, 91, 77, 132, 916, 7, 251, 59, 3, 30, 183, 97, 1147, 0, 0, 0]
[0, 2, 122, 14, 9, 4, 324, 454, 21, 19, 3, 883, 183, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 13, 148, 37, 4, 79, 392, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 13, 148, 1148, 404, 4, 79, 1892, 593, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 13, 148, 228, 4, 79, 392, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 79, 392, 6, 11, 2, 13, 1647, 461, 799, 231, 235, 24, 10, 3, 22, 148, 0, 0, 0, 0]
[0, 2, 13, 358, 10, 799, 231, 3, 148, 1148, 404, 4, 79, 392, 6, 0, 0, 0, 0, 0, 0]
[0, 24, 10, 594, 27, 6, 11, 2, 161, 365, 250, 15, 2, 763, 241, 0, 0, 0, 0, 0, 0]
[0, 24, 272, 6, 28, 7, 365, 250, 241, 15, 1544, 328, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 1544, 328, 365, 250, 15, 2, 248, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 272, 6, 11, 2, 5, 365, 250, 15, 2, 763, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 365, 250, 237, 372, 241, 1544, 328, 28, 4, 272, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 17, 5, 8, 4, 93, 12, 45, 634, 7, 381, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 17, 5, 634, 7, 141, 35, 12, 3, 87, 35, 298, 37, 4, 93, 12, 45, 0, 0, 0, 0]
[0, 2, 5, 14, 8, 15, 2, 5, 20, 8, 87, 7, 492, 10, 3, 141, 35, 12, 0, 0, 0]
[0, 17, 5, 8, 120, 7, 50, 435, 87, 141, 35, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 17, 5, 135, 50, 435, 3, 8, 15, 17, 25, 141, 35, 12, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 13, 34, 7, 15, 53, 13, 4, 408, 404, 3, 58, 98, 94, 0, 0, 0, 0, 0, 0]
[0, 33, 254, 1648, 60, 9, 59, 3, 62, 13, 58, 98, 94, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 2, 151, 1649, 8, 3, 142, 138, 705, 325, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 62, 50, 58, 98, 94, 4, 60, 254, 59, 408, 404, 0, 0, 0, 0, 0, 0, 0, 0, 0]
